;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00001903_Ni_00005;3.1626477288051134;3.5818240547055487;3.5281719951203376;3.7349363654270147;4.514365878050911;5.674128880530249
00001903_Ni_00007;3.400975825522913;2.8947011851495574;3.647963552947653;2.929276956980539;3.436743865293947;3.6710559014994937
00001903_Ni_00008;6.275085410013161e-05;1.2612940346544796;0.0;1.0488193282066214;0.0;2.001817960379282
00001903_Ni_00010;4.807350049588995;5.454939822706137;5.025284088618954;5.4604619061423385;5.772208610736113;7.160385060432159
00001903_noNi_00000;1.0590477325489311;0.0018825284765866398;1.2704556730502956;0.0008785133841931883;0.3175825427285145;0.0010040152350725862
00001903_noNi_00001;1.0590477325489311;0.0;1.2714596881426892;0.0;0.31846105597002855;0.0
00001903_noNi_00002;0.0;1.2644315820678975;0.004078811651711342;1.056098438125851;0.004141562505811473;2.0091598211526116
00001903_noNi_00003;3.400975825522913;2.894073675609802;3.647963552947653;2.928649447440784;3.4363673595986297;3.6700518862644214
00001903_noNi_00004;3.400975825522913;2.892818656672971;3.6466457830140424;2.926076658570342;3.4349868386682396;3.6674163463972
00001903_noNi_00005;3.8728001959161666;2.6719353232199308;4.045428051226637;2.632151222936644;3.9219969384397073;3.4617187423223745
00001903_noNi_00006;0.0;1.2675691294813156;0.004204313502590739;1.0593614873901482;0.0039533096581528095;2.012109115718371
00001903_noNi_00008;3.1626477288051134;3.585589111658722;3.5292387612095104;3.7397681884693608;4.516373908378377;5.679901967810888
00001903_noNi_00009;3.162584977808334;3.582451564245304;3.528548500815655;3.7360031316588667;4.515369893285984;5.675823156301856
00001903_noNi_00011;3.1626477288051134;3.575548960021392;3.5256619572466747;3.7261512328691953;4.5121068440216865;5.665594751816867
00001903_noNi_00012;3.1626477288051134;3.581196545308473;3.527105229031165;3.733242089940766;4.513424613812617;5.672560106894879
00001903_noNi_00013;4.004137928019403;2.724018609312452;4.542666555197735;3.0501352808970275;4.376251043717321;3.8367184015892737
00001903_noNi_00014;5.810863194076128;4.811742615939244;5.910574448914141;4.699041915183499;6.653859416071686;6.395325514513704
