;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00001552_Ni_00005;0.2941136886240356;0.17131008523418145;0.24968601814606137;0.12694516575298648;0.213792476524148;0.09105162413107314
00001552_noNi_00000;0.6939627227831244;0.8094872162537491;0.5982047777459429;0.7137920222133469;0.46642778909328964;0.5820150335606935
00001552_noNi_00001;0.0;0.0006275093970761236;0.000188252847658664;0.0008785132415140537;0.00031375484121719634;0.0010040152350725862
00001552_noNi_00002;0.2941136886240356;0.17131008523418145;0.24981151999694076;0.12707066760386587;0.21372972552736877;0.09098887313429388
00001552_noNi_00003;1.0549689208972197;1.0661385894778228;0.9856918755270558;0.9969242951044381;0.9912139588205781;1.0024463783979602
00001552_noNi_00004;1.0549689208972197;1.067393608414654;0.986319384924132;0.9988068234383456;0.9917159665094539;1.0042034050236677
00001552_noNi_00005;0.2941136886240356;0.17131008523418145;0.24999977284459943;0.12725892045152454;0.21410623122268607;0.09136537882961121
00001552_noNi_00006;6.275099677926619e-05;0.0;0.0001255018508793978;0.0001255018508793978;0.000188252847658664;0.000188252847658664
00001552_noNi_00007;6.275099677926619e-05;0.0;0.0;0.0;0.0;0.0
00001552_noNi_00008;1.0549689208972197;1.067393608414654;0.9867586416162285;0.9992460801304421;0.9922179740556506;1.0047054125698642
