;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00000281_Ni_00008;10.149902926380603;9.830563357026382;10.544920137640027;10.225580568285805;10.829809437014145;10.510469867659923
00000281_Ni_00009;9.96008131164981;10.167535942493023;10.537452775015817;10.74490740585903;10.956566350062152;11.164020980905365
00000281_noNi_00000;0.0;0.0;0.0;0.0;0.0;0.0
00000281_noNi_00001;2.2355024869023943;1.7896570084872827;2.126002084414168;1.680156605999056;1.875625805874251;1.4297803274591394
00000281_noNi_00002;3.9861284063543456;3.3578031739817704;4.257086995429761;3.628761763057186;3.328561232739331;2.700236000366756
00000281_noNi_00004;2.2355652378991735;1.7934220652977768;2.126002084414168;1.683858911812771;1.8756885568710302;1.4335453842696335
