;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00000206_Ni_00000;0.0;0.0018825283339075052;0.0003137546985380618;0.0022590338865456985;0.00043925669209659413;0.002384535880104231
00000206_Ni_00001;6.275085410013161e-05;0.0;0.0;0.0;0.0;0.0
00000206_noNi_00000;0.0;0.0;0.000188252847658664;0.0002510037017587956;0.00012550199355853238;0.000188252847658664
00000206_noNi_00001;0.0;0.0012550189368313817;0.000188252847658664;0.0015060226385901774;0.00031375484121719634;0.0016315246321487098
00000206_noNi_00002;0.0;0.004392566207570269;0.000753011390634656;0.005208328452305056;0.0008785133841931883;0.005333830445863589
