;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00001675_Ni_00011;3.8227249402937904;4.37499602478049;3.788086417608709;4.339478988853894;3.9766530132599915;4.528735844899032
00001675_Ni_00016;5.911390211158876;5.938122114527652;5.971254614716823;5.997108004844085;6.124680680136827;6.151224330657945
00001675_noNi_00000;0.09130262783283194;0.2516312974767481;0.12983170932196658;0.2892818657243687;0.16967856074471185;0.3298189775409694
00001675_noNi_00001;0.0;0.003137547270738887;0.0;0.002259034029224833;0.0;0.002949294423080223
00001675_noNi_00002;0.09130262783283194;0.2510037879369929;0.12989446031874585;0.2887171071813927;0.16986681359237052;0.3293797208488728
00001675_noNi_00003;0.0;0.0;0.0008785132415140537;0.0;0.000188252847658664;0.0
00001675_noNi_00004;1.3454430545616405;1.824170029178806;1.193836766764123;1.6716852281397745;1.4327923728789989;1.9113310946485056
00001675_noNi_00005;1.34550580555842;1.8235425197817299;1.1938995176182232;1.6710577186000193;1.432855123875778;1.9107035852514296
00001675_noNi_00006;0.5013173156228095;0.2679465436555561;0.5252254264193851;0.29097614121061754;0.5046431158838862;0.27108409106897413
00001675_noNi_00007;0.5013173156228095;0.27171160046605025;0.525790184962361;0.2953059565640877;0.5053333762777416;0.2755394082733237
00001675_noNi_00008;0.5012545646260302;0.2754766572765444;0.525476430263823;0.2988200096728231;0.5049568705824242;0.2789907103852797
00001675_noNi_00009;0.5013173156228095;0.2692015625923875;0.5254136792670437;0.2924194129951076;0.5049568705824242;0.2726528647043436
00001675_noNi_00010;3.81990114772159;4.187370693224821;3.6930187328227033;4.059609765084421;3.8620070331735596;4.229288325829133
00001675_noNi_00011;6.581005566596008;6.325922967007303;6.614577323334595;6.358616210504377;6.7256464994581915;6.470375647021829
