;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00000408_Ni_00011;3.377946227967852;1.2669416199415604;4.666850679232621;2.3351509906009493;4.795239116912778;2.4634139262875463
00000408_Ni_00014;0.9954810231772689;0.10165653416870019;2.1035999962561824;0.9890804266422326;1.5021321693886212;0.38748709778111284
00000408_Ni_00018;0.7952427512565073;0.3288149623058968;2.4465966725625417;1.7594738030065502;2.4930951243647614;1.8058467528152111
00000408_Ni_00020;1.23939395418537;0.6450797352434798;2.292731350450441;1.4777220509031697;1.6106913076385543;0.7955565060977244
00000408_Ni_00023;3.352657596240886;0.9274589967439364;4.468369433937567;1.8224757538352363;4.692766820499342;2.046747638403453
00000408_Ni_00031;0.7951800004024072;0.3256774148924788;2.4378742908588222;1.7476766247435127;2.476152368646198;1.7858292005373302
00000408_Ni_00034;0.08615705023462701;0.30936216871367084;0.0011922679400521155;0.003702305813714879;0.0011295170859519838;0.0035140529660562148
00000408_noNi_00000;0.04041160982304214;0.15624985799220487;1.61866067780896;1.5138038453727418;1.8104903228672193;1.7055079884374424
00000408_noNi_00001;0.0;0.4292164775377656;0.07417161926661005;0.2826930161989946;0.09368716399829444;0.30208305893712045
00000408_noNi_00002;0.04041160982304214;0.15499483905537348;1.6174056588721288;1.511293807499079;1.8090470510827295;1.7028096977161211
00000408_noNi_00003;0.08615705023462701;0.30685213084000806;0.0;0.0;0.00012550199355853238;0.0
00000408_noNi_00006;0.0;0.4323540248085045;0.07523838535578277;0.28689732955890623;0.0945656772398085;0.3060991194493734
00000408_noNi_00010;0.7952427512565073;0.3275599433690654;2.445529906473369;1.757152017980546;2.4918401054279298;1.8033367149415485
00000408_noNi_00011;0.8799565297066443;0.0;2.552332018240274;1.4516804079282488;2.910137918086851;1.8093608057812673
00000408_noNi_00014;3.352657596240886;0.9274589967439364;4.46811843009313;1.8222247499907984;4.692453065800804;2.046433883704915
00000408_noNi_00015;3.959584755690549;2.209460843927473;5.396079434383262;3.425260442014806;4.495917099836436;2.5249726054744217
00000408_noNi_00016;3.352657596240886;0.9293415250778438;4.469812705722057;1.8258015539536339;4.694649348975929;2.050512695213947
00000408_noNi_00017;0.9954810231772689;0.09851898675528216;2.103223490560865;0.9855663735334973;1.5014419089947657;0.3836592899738394
00000408_noNi_00018;0.9954810231772689;0.09663645842137467;2.102909735862327;0.9833700905010517;1.5010654032994484;0.3814002559446146
00000408_noNi_00019;0.9954810231772689;0.09726396781845079;2.102658732017889;0.9837465960536899;1.5008771504517897;0.38183951249403203
00000408_noNi_00020;1.23939395418537;0.6475897731171426;2.2897820560273607;1.4772827943537523;1.6081185187681124;0.7954937551009452
00000408_noNi_00021;1.23939395418537;0.6475897731171426;2.2902840635735577;1.477784801899949;1.6084950244634297;0.7958702607962626
00000408_noNi_00022;0.9954810231772689;0.09914649629503743;2.1059845322789656;0.9889549247913532;1.5036381920272113;0.38648308254604025
00000408_noNi_00023;0.9954810231772689;0.10102902462894493;2.103097988709986;0.9879509095562806;1.5013791579979865;0.3861065768507229
00000408_noNi_00024;2.9903336283358595;1.3616955498863483;3.935362890052756;2.086029730997864;2.364832188678164;0.5153735276297134
00000408_noNi_00026;0.9954810231772689;0.10165653416870019;2.1025959810211097;0.9880764114071601;1.5010026523026692;0.38635758069516085
00000408_noNi_00030;0.08615705023462701;0.30810714977683945;0.0002510037017587956;0.0015060226385901774;0.0;0.0011295169432728493
00000408_noNi_00031;0.228978205617004;0.12048181822117092;2.472826568385121;2.143635100383907;3.152482075459583;2.82316510546481
