;e_dz;g;e_tz_gas;g_tz_gas;e_tz_solv;g_tz_solv
00000483_Ni_00000;0.023029597555061464;0.023217850260040994;0.002070781181566169;0.008345875865723077;0.024221865637792717;0.02422186549511358
00000483_Ni_00001;0.0;0.0018825283339075052;0.0;0.007969370313084884;0.0;0.0016942754862488414
00000483_Ni_00002;0.0;0.0;0.0006275093970761236;0.006714351376253503;0.000188252847658664;0.0
00000483_noNi_00000;0.023029597555061464;0.02259034086296487;0.0018825283339075052;0.00753011362098829;0.024096363644234182;0.023468854104478923
00000483_noNi_00001;0.6771454690581198;0.0778111742262248;0.6573161697705764;0.06406871691785887;0.6201676092118317;0.0206450615322781
00000483_noNi_00002;0.023029597555061464;0.02259034086296487;0.0019452793306867714;0.007592864617767556;0.023970861793354784;0.023343352253599528
00000483_noNi_00003;0.023029597555061464;0.016942755575884087;0.0;0.0;0.022339337161206074;0.01606424233437003
00000483_noNi_00004;0.0;0.0006275093970761236;0.0008157622447347876;0.00753011362098829;0.000376505695317328;0.0008157622447347876
